Date,SPYClose,SPYOpen,SPYHigh,SPYLow,dayVal,AAPLClose,AAPLOpen,AAPLHigh,AAPLLow,FClose,FOpen,FHigh,FLow,GEClose,GEOpen,GEHigh,GELow,IBMClose,IBMOpen,IBMHigh,IBMLow,VZClose,VZOpen,VZHigh,VZLow,YHOOClose,YHOO Open,YHOO High,YHOO Low,MSFT Close,MSFT Open,MSFT High,MSFT Low,XOM Close,XOM Open,XOM High,XOM Low,CVX Close,CVX Open,CVX High,CVX Low,WMT Close,WMT Open,WMT High,WMT Low,T Close,T Open,T High,T Low,PGClose,PGOpen,PGHigh,PGLow,JNJClose,JNJOpen,JNJHigh,JNJLow,WFCClose,WFCOpen,WFCHigh,WFCLow,JPMClose,JPMOpen,JPMHigh,JPMLow,PFEClose,PFEOpen,PFEHigh,PFELow,KOClose,KOOpen,KOHigh,KOLow,GOOGClose,GOOGOpen,GOOGHigh,GOOGLow,NikkeiClose,DAXClose,DAXOpen,DAXHigh,DAXLow,FTSEClose,USDIClose,FTSEOpen,FTSEHigh,FTSELow,NikOpen,NikHigh,NikLow,SPYVol.20,DateVal,SPYClose,CloseDiff %,5-STDClose,10STD,20STD,TotChange,2 Day,5 Day,10 Day,2 Day Hist,5 Day History,10 Day History
7/23/2010,0.00975259,0.00934676,0.0064358,0.00623182,0.05,0.00416048,-0.00239091,0.00177567,0.00422705,0.05665468,0.07321594,0.04711111,0.05565863,0.04045307,0.0106296,0.0458568,0.0049505,0.00796708,0.0086672,0.00890596,0.00842199,0.05405405,0.0591716,0.05359958,0.04310345,0.00792507,-0.00791937,-0.00917431,-0.02099928,-0.00133274,0.01487827,0.00132392,-0.00993677,0.00670744,0.0109956,0.00039139,0.00280168,0.00134612,0.00816465,-0.00750125,0.00153662,0.01825969,0.00817253,0.01614712,0.00886162,0.00162778,0.02457673,0.0048,0.00492341,0.01031322,0.00653218,0.000756,0.00384615,0.01288551,-0.00314136,0.00041719,0.00296736,0.00124327,0.03039384,0.00247627,0.0193216,0.01378122,0.00609756,0.01026226,0.00701549,-0.02085222,0.01292705,-0.00631199,-0.01850139,0.01086957,0.00393357,0.00344679,-0.00043745,0.01083866,-0.00508559,0.00330977,-0.00509359,0.0077087,0.0039384,0.0258194,0.0068492,0.0252673,-0.0002258,-0.0057823,0.0190235,0.0016919,0.0176993,0.0149902,0.0092579,0.0134841,-0.009600453,0.037096774,0.008659272,0.010710363,0.019903957,0.014229174,0.015216589,1.675638709,0.021558355,0.008520686,0.034801356,0.035150493,4.569923327,0.025544781
7/26/2010,0.01169174,0.01399321,0.01116525,0.01403799,0.01,-0.00295946,0.0122828,-0.00118168,0.00631389,0.0187234,0.02331606,0.03395586,0.03514938,0.03343701,0.0566343,0.02384615,0.05500821,0.00026058,0.00771591,-0.00320208,0.00123077,0.0130719,0.01066531,0.0084788,0.02789256,0.01143674,0.01306241,0.01282051,0.03180473,0.01290036,0.00088849,0.00793301,0.02509124,0.01312953,0.00870081,0.01232394,0.01656356,0.01848429,0.00911085,0.01797111,0.01261507,-0.01195484,0.01711326,-0.00308983,0.00022523,0.0227519,-0.00586354,0.00902335,0.01197605,0.01153119,0.00496278,0.01170916,0.00862069,0.00229406,0.00777311,0.00771476,0.0101437,0.02028146,0.00498546,0.01523261,0.00968829,0.01416029,0.01818182,0.01128668,0.01538462,0.04074074,-0.01093892,0.02631579,0.02073516,0.00387097,0.01393121,0.00300558,0.01619256,-0.00224234,0.01728795,0.00032581,0.01011446,-0.0007166,0.0045197,0.0123685,0.0017608,0.0031755,0.0072469,-0.0044149,-0.0002258,0.0043915,0.0054242,-0.0008466,-0.0021157,-0.0006278,-0.008462068,0.041935484,0.010417671,0.008679928,0.012843422,0.014283465,0.014791122,1.695229841,0.011590075,-0.001423337,0.020130139,0.021558355,-0.47243428,0.036778491
7/27/2010,-0.00010049,0.015931,0.00622365,0.00834691,0.02,0.02048085,0.00384729,0.01981662,0.01105468,0.0075188,0.02869198,0.00246305,0.00848896,0.00300978,0.02986217,0.03080391,0.0311284,0.00191039,0.00522057,0.00642473,0.0065853,0.01538462,0.01457286,0.01978239,0.01356784,-0.01413428,0.00787966,-0.00843882,-0.00430108,0.00263505,0.01242787,0.00174902,0.00712061,0.00812379,0.01803568,0.00888889,0.01491951,0.01121927,0.0173884,0.01336413,0.01835017,-0.0038091,-0.01926057,-0.00819128,-0.00562936,0.01006356,0.0155496,0.01683325,0.01882733,0.01046533,0.02013295,0.01456039,0.01310541,0.00749064,0.00625391,0.00889717,0.00292887,0.01947262,0.03968582,0.03446878,0.042136,0.01005306,0.02664399,0.02455357,0.03173242,0.02224199,0.04331797,0.02387268,0.03508772,0.00257069,0.00171748,0.00599315,0.00258398,0.00747763,0.00306385,0.01376109,0.01091973,0.0270005,0.0021149,0.0016255,0.0084662,0.0094669,0.0027284,-0.0027163,0.0072469,0.0111362,0.0093939,0.0107015,0.0229228,0.0133669,0.005532767,0.043548387,-9.55E-05,-0.005527325,0.012905239,0.014486497,0.014916437,1.695059487,-0.007335943,0.012059097,0.014370425,0.011590075,-0.749791705,0.019362773
7/28/2010,-0.00723618,-0.00848981,-0.00628492,-0.00656168,0.03,-0.01308901,0.01179245,0.00493039,-0.00029551,-0.00995025,-0.01394586,-0.00819001,0.00084175,-0.00975244,-0.01486989,-0.02842566,-0.01132075,-0.0017334,-0.00095213,0.0015528,-0.00008723,0.01564027,0.01238237,0.01988361,0.01239465,-0.00573477,-0.01137171,-0.00780142,-0.00287977,-0.00919842,-0.00306883,-0.00218245,-0.00574459,0.00191865,0.00211824,0.00708676,0.0065764,0.00424213,0.00443714,0.00374471,0.00843115,0.00382366,0.00E+00,0.00200893,0.00317029,0.00262192,0.01161563,-0.00310398,0.00E+00,-0.00702793,0.00297896,-0.00423183,0.00393701,-0.00557621,0.00393619,-0.00389664,0.00062578,-0.01273378,-0.00636183,-0.00901607,-0.01281025,-0.01022947,-0.00828272,-0.00925926,-0.01274591,-0.02349869,0.01590106,0.00690846,-0.00356824,-0.00384615,0.00300043,-0.0012766,-0.00085911,-0.01679104,0.00887839,-0.00453815,-0.01528553,-0.0058698,-0.0045704,0.0044453,-0.0007164,-0.0068482,-0.008573,-0.0003938,0.0027284,-0.0024762,-0.006821,0.0040605,-0.0028227,0.0035883,-0.010202162,0.04516129,-0.006492267,-0.004401725,0.013178511,0.013889844,0.014880359,1.682793732,-0.012663312,0.006733674,0.00834172,-0.007335943,-0.784921887,0.012090169
7/29/2010,-0.00546669,0.00201471,0.00160626,-0.01066965,0.04,-0.0120837,-0.01223776,-0.01385281,-0.01744014,0.00502513,0.00332779,0.00247729,-0.0117746,0.00681818,0.00301887,0.00375094,-0.00076336,-0.00355965,0.00337896,0.00129199,-0.00645555,-0.0014437,0.02299413,0.00142653,0.01126347,-0.00793079,-0.00071891,-0.00214439,-0.00722022,0.00353669,0.00263852,0.0096238,-0.01022222,-0.01091536,0.01325903,0.01160137,-0.00845503,0.0074736,0.01243455,0.01151663,0.00442623,-0.00156845,0.00970655,0.0086879,0.00E+00,-0.00941423,0.00521921,0.00259471,-0.00580781,-0.01918421,-0.01262298,-0.01385809,-0.02502334,0.00E+00,-0.00082542,0.00041178,0.00125078,-0.0153164,0.00280112,-0.00197785,-0.01784266,-0.00307263,0.0075167,-0.00192413,-0.0067359,0.00802139,-0.00869565,-0.00171527,0.00626679,0.002574,0.00042735,0.00255646,-0.00257954,0.00132002,-0.01816567,-0.01286965,-0.00695422,-0.0163696,-0.0071598,-0.0057592,-0.0009185,-0.0037608,-0.0010715,-0.0039887,-0.008573,-0.0042422,-0.0001129,0.0005283,-0.0076186,-0.0148544,0.017507123,0.046774194,-4.80E-03,-0.011029412,0.010993231,0.014131659,0.01291655,1.67359442,-0.005669157,0.021664308,-0.01548895,-0.012663312,-1.249450857,0.006248085
7/30/2010,-0.00020358,-0.02362521,-0.00962213,-0.0044166,0.05,-0.00357995,-0.02035398,-0.01229148,-0.00511432,-0.01666667,-0.01824212,-0.00823723,-0.01191489,-0.00150489,-0.0165538,0.00E+00,-0.00229183,0.00331097,-0.01407478,-0.00447312,-0.00087804,0.0086747,-0.02056432,0.00237417,-0.00823245,0.00872093,-0.01510791,0.00143266,-0.00509091,-0.00969163,-0.01666667,-0.02469671,-0.01122586,-0.01277832,-0.02408496,-0.02575672,-0.01337209,0.00306402,-0.01195863,0.00E+00,-0.00636527,0.00291741,-0.01386094,-0.01170495,-0.00677201,-0.00422386,-0.02803738,-0.01552795,-0.00637281,-0.00968477,-0.01955255,-0.01592655,-0.00766137,0.00539979,-0.00970673,0.00185223,-0.00916094,0.00163733,-0.04189944,-0.01981768,-0.00949628,0.00196133,-0.02735562,-0.00385569,-0.00536875,-0.00795756,-0.01403509,-0.02491409,-0.01245552,0.00256739,-0.00768902,-0.00042499,-0.00474138,-0.00028837,-0.01295124,-0.0031061,-0.00037516,0.0034611,0.0021631,-0.0127959,-0.0094307,-0.0106557,-0.0105382,-0.0036256,-0.0010715,-0.0097671,-0.0128905,-0.0086938,0.0018429,0.0045468,-1.78E-05,0.048387097,-0.000193125,0.010076028,0.007695532,0.014257023,0.012715042,1.67325371,0.025142509,0.026058632,-0.016897383,-0.005669157,-1.485538059,0.038156647
8/2/2010,0.02535125,0.02903624,0.0210505,0.02641081,0.01,0.01976048,0.01957242,0.01214815,0.02026005,0.03305085,0.02111486,0.01578073,0.03100775,0.02185381,0.03060444,0.01718984,0.02986217,0.02049501,0.01593974,0.01918258,0.01942174,0.02388915,0.04541016,0.01989578,0.03417969,0.00864553,0.02337473,0.00715308,0.02046784,0.02313167,0.01070473,0.02398934,0.0181653,0.04432242,0.00952196,0.02952528,0.01983893,0.0255627,0.04039908,0.0314304,0.03991459,0.0049228,0.02131036,0.01005587,0.01022727,0.03446448,0.03739316,0.03101998,0.02939604,0.01725791,0.01514861,0.0106626,0.01331789,0.01301384,0.0181439,0.010682,0.02395461,0.03432775,0.0424823,0.02385766,0.02917882,0.03803132,0.03579545,0.02792369,0.02869318,0.04278075,0.01245552,0.030837,0.01981982,0.02774221,0.02367628,0.0255102,0.02641836,0.01145589,0.01945266,0.01217612,0.01626287,0.0129254,0.0234484,0.0104893,0.0193579,0.0203806,0.0264549,-0.0095271,-0.0105382,0.0148421,0.002383,0.0148235,0.007696,0.0087969,-0.007226635,0.003225806,0.022599961,0.006875614,0.006585841,0.010349611,0.012612457,1.715672783,0.019853388,0.021584198,-0.019955199,0.025142509,-1.991309535,0.057433848
8/3/2010,-0.00536193,0.00490294,-0.001685,0.00311589,0.02,0.0002936,0.00236267,0.0029274,-0.00088915,-0.02050861,0.00165426,0.00327065,-0.01420217,-0.00147493,0.00519673,0.00440852,0.00446097,-0.00331887,0.00672414,-0.00135651,0.00068966,-0.00093327,0.00467071,0.00650255,0.003305,-0.00428571,-0.00428266,-0.00071023,-0.00358166,-0.0073913,0.00926743,-0.00130152,0.00981267,0.01464789,0.02579403,0.01780694,0.02446071,0.01348174,0.00471624,0.01228234,0.00773969,-0.00267201,-0.00665927,-0.00110619,0.00179978,0.00512558,0.00514933,0.01019888,0.01246106,-0.0399623,-0.03947866,-0.03560663,-0.03733333,0.01284666,0.00512085,0.01463415,0.00615637,-0.01777953,0.00639233,-0.0035545,-0.00040502,-0.01508621,0.01426221,-0.00134481,0.00386634,0.07350427,0.07381371,0.08547009,0.07508834,-0.00083056,0.00967199,0.00082919,0.00843882,-0.0011815,0.00310534,-0.00166066,-0.00036929,-0.021113,0.0025079,0.0149185,0.0009613,0.0134133,-0.0001112,-0.0035235,0.0264549,-0.0008146,0.0181628,-0.0112951,-0.0141269,-0.0164219,-0.011049929,0.00483871,-0.004816774,-0.002311522,0.011744256,0.012014413,0.013100478,1.706473466,0.002085194,0.002283787,-0.04468275,0.019853388,-4.109354731,0.038784608
8/4/2010,0.00748727,0.00049786,0.00337569,0.00310621,0.03,0.0044027,0.00766058,0.00437828,0.00385642,0.01675042,-0.00660611,-0.00244499,0.01525424,0.00664697,0.0014771,-0.00073153,0.00074019,0.00768443,0.00368214,0.00390526,0.00447967,-0.006539,0.0027894,-0.00461467,-0.01317647,0.01721664,0.00358423,0.00923952,0.00071891,-0.01883487,-0.00218627,-0.00477845,-0.02340989,0.00E+00,0.01651342,-0.00184162,0.00733221,0.00556845,0.01345642,-0.00030717,0.00658307,0.00692119,-0.00469274,0.0013289,-0.00044914,-0.00254972,0.00102459,-0.00706714,-0.00974359,-0.00765757,0.00412979,0.00722797,0.00E+00,0.00785182,0.01263501,0.00661058,0.01060575,-0.00563154,-0.00913061,-0.00753072,-0.00769854,0.00574398,-0.00757166,-0.0067331,-0.0002751,0.02229299,0.03600655,0.01732283,0.02875924,0.00374065,0.00499792,0.003314,0.00334728,0.03365149,0.00342159,0.02949529,0.00882522,0.0173437,0.0037128,0.0012261,0.0081375,-0.0002123,-0.0019086,0.0051615,-0.0001112,0.0017601,-0.0064817,0.0034892,0.0078788,0.0109386,0.003925614,0.006451613,0.006643257,0.003910068,0.012157857,0.012176394,0.013275527,1.719250293,0.006289307,0.001597291,-0.02625536,0.002085194,-4.14747551,0.062092192
8/5/2010,-0.00118906,-0.00278662,-0.00197902,-0.00079912,0.04,-0.00526008,-0.00467836,-0.00464981,0.00088652,-0.0107084,0.00415628,-0.0130719,-0.00417362,0.0029347,-0.00442478,0.00146413,-0.00739645,0.00474496,0.00230356,0.0040592,0.0058319,0.00705219,-0.0203987,0.00278164,0.00715308,-0.00141044,0.01142857,0.00352113,0.00718391,-0.01607143,-0.028922,-0.02880838,-0.01040253,-0.00018508,-0.01070703,-0.00332103,-0.00783875,0.00076911,-0.0041686,0.0013827,0.00015571,0.00044346,0.01347104,-0.00088476,0.00471804,0.00511247,-0.00562948,0.00762583,0.0062144,0.00613376,-0.0101841,-0.00717611,-0.00296795,0.00039952,0.00321996,-0.00079602,0.00565086,-0.00202265,-0.01842949,-0.01158147,-0.00571662,-0.00054392,-0.00681199,0.00081345,0.00220143,-0.0194704,0.01026856,-0.00309598,-0.00399361,-0.00372671,-0.00207211,-0.00578035,-0.0087573,0.0035121,0.02784769,0.00315271,0.02547097,-0.0012223,0.0003554,0.0071839,0.0032837,0.0091152,-0.0037875,-0.0017006,-0.0019086,0.0018495,0.0071445,-0.0082663,-0.003182,-0.0034348,-0.005594522,0.008064516,-0.001037051,0.005345212,0.011463408,0.010712787,0.011679833,1.717206001,-0.005747124,-0.036365426,-0.031510101,0.006289307,1.03435998,0.034801356
8/6/2010,-0.00456349,-0.00508982,-0.00337101,-0.01159652,0.05,-0.00675676,-0.00822562,-0.0070073,-0.01210511,0.00499584,-0.01821192,0.00E+00,-0.00838223,-0.0051207,-0.00222222,-0.00584795,-0.01341282,-0.00877045,0.00280899,-0.0071591,-0.0095498,0.00E+00,0.00662565,-0.0087841,-0.00284091,0.01271186,-0.00706215,0.00912281,-0.00142653,0.00816697,-0.01398917,-0.00089888,-0.00868373,-0.01369863,-0.00671767,-0.00388745,-0.01128668,-0.00522595,-0.00434109,-0.00260816,-0.00669469,0.00376773,-0.00487373,0.00265663,-0.00245975,-0.01017294,0.00102934,-0.01261352,-0.01441071,0.00314651,-0.00098932,-0.00312561,-0.0045644,0.00399361,-0.0002006,0.0021908,-0.00521774,-0.00526956,-0.00897959,-0.00767677,-0.01314168,-0.02258503,-0.00631001,-0.01300461,-0.02663372,0.00397141,-0.02580141,-0.01552795,-0.00561347,0.00789692,-0.00664452,0.00789037,-0.00294489,-0.01549351,-0.00098736,-0.00561776,-0.01491886,-0.0072214,-0.0116759,0.004464,0.0006909,-0.0121318,-0.0062246,-0.0049434,-0.0037875,-0.0016061,-0.0091846,-0.0026295,-0.0088227,-0.0022817,0.035328474,0.009677419,-0.004058135,0.005817075,0.010858082,0.009021725,0.011604308,1.709369549,0.001388892,-0.041865068,-0.049305549,-0.005747124,1.917940018,0.020130139
8/9/2010,0.00597967,0.01183669,0.00606844,0.01416001,0.01,0.00680272,0.00740521,0.00264628,0.00806934,0.0008285,0.02445194,0.0057947,0.0101437,-0.00588235,0.0074239,0.00073529,0.01586103,0.0158244,0.00322553,0.01577876,0.01411846,0.01447246,0.01363423,0.02285448,0.02041785,0.0041841,0.01991465,0.00973574,0.02428571,0.00270027,0.01693364,0.00764732,0.01613647,0.00900901,0.0120233,0.00315926,0.01769406,0.00865266,0.01666148,0.00630672,0.01661442,0.00596158,0.00912734,0.01214396,0.01546738,0.01644399,0.00719794,0.01584057,0.01879896,0.00705744,0.01762725,0.01548109,0.01375598,0.00178998,0.00963082,0.0049682,0.01089369,0.0195599,0.01688633,0.02035831,0.0116521,-0.01726058,-0.00524572,-0.01070546,-0.00874471,0.01424051,0.01845907,0.01577287,0.00887097,0.00742268,0.00585284,0.01236094,0.01476793,0.01026522,-0.00620676,-0.00047408,0.01071414,-0.0022398,0.0146926,-0.0054189,-0.0047847,0.0117588,0.0146463,0.0042798,-0.0062246,0.0019415,0.0046725,0.0099061,0.0098414,-0.0019205,-0.024804727,0.014516129,0.005306548,0.000619908,0.011411582,0.009045517,0.01163911,1.719591015,-9.97E-05,-0.040661745,-0.048435314,0.001388892,1.427202815,0.014370425
8/10/2010,-0.00604319,-0.00882324,-0.00197765,-0.00947442,0.02,-0.00969448,-0.00705675,-0.00703812,-0.00859769,-0.01076159,-0.01481481,-0.00740741,-0.01004184,-0.00887574,-0.01694915,-0.00881705,-0.02527881,-0.00134003,0.00329977,0.00125271,0.00314092,0.00736309,0.00185529,0.00364797,-0.002792,-0.00347222,-0.0055788,-0.00413223,-0.0097629,-0.02423698,-0.00990099,-0.01741071,-0.0222323,-0.00967262,-0.01317988,-0.00926269,-0.01364741,-0.00382966,-0.01164037,0.00076429,-0.01110083,0.00351185,0.00176484,0.0030541,-0.00242826,0.00758342,0.00204186,0.00603622,0.0035879,0.00778665,-0.00564422,0.00984176,0.00432645,-0.01230891,-0.01172496,-0.00870081,-0.01776093,-0.01838529,0.00162009,-0.00798085,-0.00041135,-0.0184136,-0.02442409,-0.02302997,-0.0142288,0.01170047,0.00E+00,0.00931677,0.01199041,-0.00286533,0.00540316,0.00E+00,0.0033264,-0.003242,0.0001989,0.00098814,-0.00557925,-0.0270337,-0.0102887,-0.0016992,-0.0036436,-0.0111584,-0.0063026,0.0020723,0.0146463,-0.0012918,0.0029443,-0.0214892,-0.0229646,-0.0233279,0.050544493,0.016129032,-0.005372797,0.003124163,0.00529639,0.008640881,0.011655169,1.7091992,-0.036556362,-0.04685952,-0.058153351,-9.97E-05,0.301472073,0.00834172
8/11/2010,-0.03069869,-0.01380276,-0.02268899,-0.02265405,0.03,-0.03915752,-0.01865561,-0.02008269,-0.03289474,-0.04267782,-0.02422723,-0.02985075,-0.0397295,-0.04104478,-0.01574213,-0.02297999,-0.03279939,-0.01685676,-0.00413223,-0.01501376,-0.01108572,-0.02101416,-0.00694444,-0.01090413,-0.00233318,-0.03344948,-0.00841515,-0.01798064,-0.02535211,-0.00965961,-0.02954545,-0.01999091,-0.01484919,-0.02066116,-0.01617758,-0.02000748,-0.01535254,-0.02937106,-0.0088331,-0.02291126,-0.01761771,-0.01946632,0.00044043,-0.01196172,-0.00885152,-0.02308078,-0.00254712,-0.0145,-0.00766088,-0.00985127,0.00156586,-0.01337665,-0.00156648,-0.01869347,-0.00985321,-0.0171554,-0.01219017,-0.05985342,-0.02749697,-0.02735318,-0.05144033,-0.04040404,-0.02901849,-0.02698097,-0.04070439,-0.04394757,0.00078802,-0.02,-0.02132701,-0.01929392,-0.00826788,-0.01302401,-0.01118939,-0.02375947,-0.00922722,-0.01579467,-0.0141466,-0.0086367,-0.0210268,-0.0128676,-0.0152655,-0.0166527,-0.0244029,0.0137256,-0.0063026,-0.0065045,-0.0192779,-0.0315758,-0.0246108,-0.0234456,0.006275948,0.017741935,-0.027388173,-0.012200633,0.005437464,0.008893427,0.011363236,1.656729023,-0.037376653,-0.027808233,-0.068274691,-0.036556362,1.600409592,-0.01548895
8/12/2010,-0.00688946,-0.03042596,-0.01693025,-0.0156588,0.04,0.00710096,-0.03771877,-0.0111513,-0.01638837,-0.01223776,-0.05308219,-0.02393162,-0.03785211,-0.0155642,-0.04265042,-0.02655539,-0.01498423,-0.01305127,-0.02540435,-0.0161741,-0.01660106,0.0354643,-0.00932401,0.02204869,-0.01309635,-0.00144196,-0.0261669,-0.01478873,-0.00650289,-0.01718532,-0.01217799,-0.01019935,-0.00942063,-0.00306866,-0.01625239,-0.00190803,-0.01231954,-0.00095057,-0.02439024,-0.00312647,-0.01301381,-0.01316083,-0.0233326,-0.01848998,-0.02165662,0.00564972,-0.0102145,0.00811771,-0.00566135,-0.00546235,-0.00371311,-0.00309897,-0.01215925,0.00040967,-0.01563769,-0.00487112,-0.00411353,-0.01299264,-0.05239085,-0.04135649,-0.01691974,0.00120301,-0.03779666,-0.02305896,-0.01594944,0.01612903,-0.03149606,-0.00863422,-0.01049233,-0.00711595,-0.01458941,-0.01814433,-0.01299246,0.0005282,-0.02769861,-0.00653962,-0.01829268,0.0044363,-0.0030711,-0.0148686,-0.0101258,-0.0074647,0.0039846,0.0025829,-0.0244029,-0.0193252,-0.0065777,0.009788,0.00715,0.0107336,-0.006193022,0.019354839,-0.006138556,0.009103576,0.012377267,0.012510655,0.013051251,1.645315055,-0.010179953,0.005038555,-0.034550135,-0.037376653,0.096478085,-0.016897383
8/13/2010,-0.00331332,0.00669456,-0.00061875,0.00607012,0.05,-0.01164929,0.02226403,-0.00548613,0.01351776,-0.01061947,0.0198915,-0.00175131,0.021043,-0.00948617,-0.00636436,-0.01247077,0.00E+00,-0.00371651,0.00234599,-0.00275435,-0.00165332,-0.01306895,0.03670588,-0.00404494,0.03270142,-0.00144404,0.00290487,-0.00214439,0.00072727,-0.00425331,-0.00331911,-0.00046838,-0.00570613,-0.00615621,0.00505345,-0.00210285,0.00467745,0.00523311,0.01009615,-0.00015681,0.01141663,-0.00067812,-0.00518368,-0.00089706,-0.00022821,0.00306435,0.00825593,-0.0035229,0.00724638,-0.00333464,-0.00490388,0.00233146,0.00615446,-0.00757576,0.00701465,-0.00448705,-0.0008261,-0.00702062,-0.00043879,-0.00388266,-0.00264784,-0.00931211,0.01339829,0.00149388,0.00856269,-0.00952381,0.02113821,0.00158353,0.01386623,0.00084317,0.00211506,0.00209996,0.00042463,-0.01149239,0.01044548,-0.00718843,0.00724638,-0.0061372,-0.0040357,0.0034533,-0.0007629,-0.0047395,0.001766,0.0008205,0.0039846,0.0068848,0.0029556,-0.007552,-0.0072738,-0.0073456,-0.016874681,0.020967742,-0.002941176,0.000184689,0.012018397,0.012559192,0.013120907,1.6398636,-0.003831029,-0.007765588,-0.035203982,-0.010179953,-0.286003653,-0.019955199
8/16/2010,-0.00051943,-0.0074813,-0.0036116,-0.01040258,0.01,-0.00651365,-0.01779141,-0.00796813,-0.01116625,-0.01431127,-0.02570922,-0.01929825,-0.02240143,0.00638468,-0.00480384,-0.0023678,-0.01521217,-0.00086753,-0.00424757,-0.00198515,-0.00322496,-0.00319635,-0.00998638,-0.00631769,-0.00917852,-0.00289226,-0.00434468,-0.00429799,-0.00581395,0.00474608,0.00047574,-0.00281162,0.00286944,-0.00058072,-0.0069619,-0.00383142,-0.01066925,0.00489036,0.00111058,0.00094103,-0.00858506,0.00022619,-0.00362483,-0.00381594,0.00136955,-0.00356415,0.00051177,-0.00858586,-0.00308325,-0.00098406,-0.00216834,-0.00775344,-0.00730071,-0.00288838,-0.0102438,-0.00778529,-0.01219512,-0.00707026,-0.01404741,-0.01689043,-0.01283186,0.00576107,-0.01442308,-0.00656325,-0.00667071,-0.00400641,-0.01433121,-0.00632411,-0.01448109,0.00294861,-0.00253271,-0.00083822,-0.00551783,-0.00156109,-0.01086868,-0.00268467,-0.01134635,-0.0038046,0.0000262,-0.0049212,-0.001968,-0.001076,0.0001327,-0.0055582,0.001766,-0.0007911,0.0005167,-0.0060545,-0.0024417,-0.0012863,-0.003403687,0.025806452,-0.000491642,0.006414428,0.012109107,0.012558809,0.011502304,1.639011805,0.013297319,-0.008103053,-0.015063376,-0.003831029,-0.689000147,-0.04468275
8/17/2010,0.01382393,0.0169598,0.01843413,0.01787028,0.02,0.01935685,0.01124297,0.02038925,0.01160602,0.0154265,0.02183803,0.02057245,0.01649863,0.00951626,0.0305712,0.01977848,0.02845528,0.00590432,0.01183947,0.0140102,0.00821966,0.00961979,0.00733608,0.01044505,0.01250579,0.01087745,0.00654545,0.00719424,0.00511696,0.01606046,0.02282454,0.02255639,0.02050548,0.01820647,0.01733204,0.0175,0.01745098,0.0122449,0.01870048,0.015199,0.02293137,0.01379466,0.01409732,0.02365931,0.01367677,0.01635156,0.00358056,0.01986755,0.01134021,0.01024429,0.01343343,0.01406525,0.01212483,0.02503621,0.01945767,0.02828825,0.02155263,-0.01513129,0.01291184,0.00440529,-0.01389511,-0.00633102,0.01981707,0.00750751,0.003663,0.01930813,0.02019386,0.01829753,0.02285714,0.0050399,0.01057977,0.01006711,0.00810926,0.01016294,0.010038,0.0098703,0.01151815,0.0086076,0.0156827,-0.0012164,0.0095475,0.0101447,0.0141013,0.0031161,0.0001327,0.0088414,0.0090846,0.0188837,0.0100245,0.0076154,0.008240627,0.027419355,0.012297098,0.003663339,0.010806799,0.009286944,0.01144292,1.66166939,0.015902715,-0.011849073,-0.030662099,0.013297319,-0.472737194,-0.02625536
8/18/2010,0.00205044,0.00360305,-0.00010169,0.00030982,0.03,0.00459418,0.00988264,0.00E+00,0.01054264,0.00357462,-0.00267142,-0.00788782,-0.02344454,0.00942655,-0.00624512,0.00E+00,0.00079051,0.00811394,0.00034415,0.00298507,-0.0008673,-0.00090744,0.002731,-0.00404494,-0.00823422,0.0035868,0.01011561,0.00357143,0.00654545,0.0051139,-0.0013947,-0.00045956,-0.0088785,-0.01274491,0.00344564,-0.00831601,-0.00982848,-0.01132134,0.00062228,-0.00540207,-0.00846528,-0.00356904,0.00470852,-0.00660357,-0.00089948,0.01558572,0.0127421,0.01448551,0.00764526,0.00897036,-0.00292398,0.00269698,0.00216025,0.00262414,0.01076142,0.00682731,0.01085621,0.0018075,-0.02901099,-0.01491228,-0.00545455,0.01243932,-0.01733931,0.00357675,-0.00030414,-0.01341752,-0.00158353,-0.00390625,-0.00957702,-0.0058504,0.0020938,-0.00622924,0.00254022,-0.01706651,0.00392622,-0.00775444,-0.00920825,0.0132178,-0.003237,0.0094362,0.0001931,0.0051798,-0.0088964,-0.0008218,0.0141013,-0.0001869,0.0039423,-0.0020148,0.0088453,0.009769,0.003091595,0.029032258,0.001846453,0.002282271,0.014372347,0.010608559,0.011503329,1.665076543,-0.017531269,-0.041623946,-0.043879443,0.015902715,-0.357310271,-0.031510101
